transform,dtype,beta,rapidity,angle,num_samples,relative_l2_mean,relative_l2_p10,relative_l2_p90,relative_l2_max,max_absolute_mean,max_absolute_max
rotation,float64,,,1.413716694115407,48,5.196071751784448e-13,4.294202264551849e-14,1.5929402968251304e-12,3.4642613055728818e-12,2.5438314649184335e-12,1.7742252111929702e-11
rotation,float64,,,1.4922565104551517,48,3.8462327398293716e-13,3.346114059411329e-14,8.604710262738153e-13,4.564741398243409e-12,2.4020299638216613e-12,3.9051428757375106e-11
rotation,float64,,,1.5707963267948966,48,2.0951023328958535e-13,1.589597132776865e-14,5.077882932821536e-13,2.0889606680183646e-12,1.40251467846871e-12,1.5688783605583012e-11
rotation,float64,,,1.6493361431346414,48,5.702388216391775e-13,3.628246830553954e-14,1.359192077794425e-12,6.043402746008033e-12,4.383233359606109e-12,5.618971954390872e-11
rotation,float64,,,1.7278759594743862,48,4.3708109007569913e-13,4.456540303072548e-14,1.4699923579067673e-12,2.752746756615252e-12,2.195105208713244e-12,1.496403001510771e-11
rotation,float64,,,1.806415775814131,48,4.760018412007288e-13,4.034609856852903e-14,1.2868948739633038e-12,3.8219661267840116e-12,3.4493848749539424e-12,5.833555860590423e-11
rotation,float64,,,1.8849555921538759,48,4.562814931266937e-13,3.477870551932508e-14,1.0238773679907077e-12,4.873143024759775e-12,2.6244845417281817e-12,2.9540814239226165e-11
rotation,float64,,,1.9634954084936207,48,6.627541401030943e-13,4.672900382642502e-14,1.61647718666781e-12,7.112793040536813e-12,3.770982947200648e-12,4.027711497656128e-11
rotation,float64,,,2.0420352248333655,48,4.160481752739408e-13,3.105300753458579e-14,1.3027804039064694e-12,3.1835214642739355e-12,2.6660849454055815e-12,2.5153212845907547e-11
rotation,float64,,,2.1205750411731104,48,5.883218823107392e-13,4.114880026009577e-14,1.1095481453153438e-12,8.182533162247396e-12,3.658785080462579e-12,5.5564441936439835e-11
rotation,float64,,,2.199114857512855,48,7.875323237022162e-13,4.0042104011711535e-14,1.839024493508587e-12,1.1910961081166296e-11,6.1919066517609105e-12,7.239719934659661e-11
rotation,float64,,,2.2776546738526,48,3.588633650321708e-13,2.956717549565113e-14,1.0941150679434603e-12,2.7816445166972906e-12,3.2870436696604464e-12,8.193978828785475e-11
rotation,float64,,,2.356194490192345,48,3.541741210456021e-13,3.610451474521321e-14,8.69599790196119e-13,2.8210213657398888e-12,3.2351453691884893e-12,4.020250798930647e-11
rotation,float64,,,2.4347343065320897,48,4.2472642108925016e-13,2.8493882497120574e-14,1.267290917187809e-12,2.686148085580995e-12,4.409686157891279e-12,9.00399754755199e-11
rotation,float64,,,2.5132741228718345,48,3.2560051216541775e-13,3.3032714643571864e-14,6.839103187134315e-13,4.499931583510769e-12,1.9370026416165587e-12,2.4243718144134618e-11
rotation,float64,,,2.5918139392115793,48,4.584250309563337e-13,3.248364997368315e-14,1.0196517223670696e-12,5.065062373966295e-12,3.4514914074949368e-12,3.178968199790688e-11
rotation,float64,,,2.670353755551324,48,5.70465138786575e-13,4.191026493236444e-14,1.2940443237666304e-12,5.6468999416221856e-12,5.278471525612301e-12,7.625544640177395e-11
